Series,Number,Name,Address
2880,982901265,BRUNO FERNANDES PINTO ALVES,RUA TIPOGRAFO JOSE MATOS 193
2881,999844147,RAFAEL PINHO,RUA PROFESSOR ALFREDO ASSIS 792
2882,986982606,MATIAS ANTUNES CARVALHO BENTO,RUA  GABRIEL PADILHA 818
2883,993610586,CARLOS SOARES LINHARES,PRACA TIPOGRAFO BRUNO SANTOS 25
2884,951107574,MARIA SILVEIRA BENTO,ALAMEDA PROFESSOR LUCAS VIEIRA 288
2885,982482544,ERICA LETICIA MACHADO BRASIL,ALAMEDA SARGENTO RAFAEL BAHR 968
2886,980859822,MARCOS LUCAS MEDEIROS,TRAVESSA  BRUNO LINHARES 363
2887,911387721,SAMANTA SAMARA BRASIL RAMOS PIRES,ALAMEDA MAJOR ALFREDO FAGUNDES 213
2888,957143977,DANIEL PEDRO SILVEIRA,PRACA PROFESSOR LEONARDO BARRETO 198
2889,902591138,MARIA AMANDA MATOS,TRAVESSA DESEMBARGADOR RICARDO FAGUNDES 735
2890,969056586,ALFREDO LUIS CAMPOS ONOFRE,PRACA TIPOGRAFO JOAO CORREIA 290
2891,920060631,BEATRIZ RABELO MEDEIROS FAGUNDES,TRAVESSA PROFESSOR PEDRO CAMPOS 658
2892,961097583,ALFREDO PEDRO MATOS ANDRADE FRANCA,AVENIDA DOUTOR DANIEL MONTEIRO 391
2893,917056165,CARLOS COELHO RABELO TEIXEIRA,ALAMEDA TIPOGRAFO JOAO BENTO 323
2894,994241820,GABRIELA CARVALHO RAMOS SILVEIRA,AVENIDA DOUTOR ALFREDO ONOFRE 553
2895,938650025,LUCAS DUTRA RIBEIRO,PRACA SARGENTO VINICIUS BAHR 195
2896,967842829,JULIA ROSA XAVIER RAMOS,ALAMEDA TIPOGRAFO THIAGO LEITE 691
2897,914334727,SAMARA SOARES PINHO,ALAMEDA MAJOR THIAGO CAMARGO 588
2898,906662653,LUANA GABRIELA LINHARES NEVES LIMA,ALAMEDA MAJOR MATHEUS SANTOS 564
2899,998467877,LUIZ CORREIA OLIVEIRA,PRACA DOUTOR FELIPE OLIVEIRA 695
2900,997153649,RAQUEL VARGAS ARAUJO,AVENIDA TIPOGRAFO MATIAS BARRETO 905
2901,965485559,DENISE SAMANTA VIEIRA,RUA DESEMBARGADOR RAFAEL FAGUNDES 206
2902,901919620,ALESSANDRO ASSIS MORAES ABREU,RUA DESEMBARGADOR ALESSANDRO BENTO 967
2903,932182754,ALESSANDRO DANIEL MIRANDA MACEDO ALMEIDA,ALAMEDA  MARCOS ANDRADE 134
2904,943741761,GUILHERME PIRES,ALAMEDA  DANIEL ALVES 330
2905,932336859,JESSICA DANIELA NEVES,ALAMEDA  MATHEUS LOPES 157
2906,928022975,SAMARA LUCIA DUTRA RABELO CAMPOS,AVENIDA TIPOGRAFO THIAGO CORREIA 255
2907,902153887,LEONARDO MATHEUS VIEIRA,PRACA  JOAO NEVES 394
2908,998109114,JAQUELINE MARIA ALVES COELHO,RUA SARGENTO LUIS PADILHA 455
2909,928426456,BEATRIZ AMARAL LINHARES SOARES,AVENIDA DOUTOR JOAO BARROS 851
2910,988185494,MARIA SAMARA MACHADO VIEIRA,AVENIDA MAJOR GUILHERME MACIEL 576
2911,985908447,MARCOS ARAUJO,RUA DESEMBARGADOR BRUNO FERNANDES 882
2912,960531515,AMANDA MONTEIRO LOPES CASTRO,RUA  GABRIEL PAIVA 114
2913,957855853,THIAGO LIMA NASCIMENTO,RUA DOUTOR RAFAEL PESSOA 184
2914,909683421,MATHEUS THIAGO ROSA PESSOA,ALAMEDA MAJOR LEONARDO ALBINO 81
2915,981345574,JOAO BRASIL CASTRO,ALAMEDA MAJOR GABRIEL MIRANDA 808
2916,933533304,LETICIA ANA PEREIRA PINTO,AVENIDA  CARLOS FREITAS 405
2917,915145046,LUIZ GUSTAVO ALVES LEAL BRAGA,RUA TIPOGRAFO FELIPE BENTO 177
2918,962161454,MATHEUS ANTUNES,PRACA DESEMBARGADOR THIAGO ROCHA 939
2919,957752991,ANA LETICIA ROCHA,PRACA DOUTOR LEONARDO MONTEIRO 55
2920,941471421,MARCOS COELHO,RUA DOUTOR LUCAS MONTEIRO 588
2921,961998436,LARISSA BEATRIZ MACIEL SILVEIRA LEAL,AVENIDA PROFESSOR VINICIUS BARRETO 72
2922,910639968,CARLOS GABRIEL ANTUNES AZEVEDO ALBINO,ALAMEDA TIPOGRAFO ALESSANDRO CHAGAS 146
2923,937960305,MARIA SABINO PACHECO,TRAVESSA  GUILHERME ASSIS 77
2924,946371841,LUANA LARISSA CAMPOS MEDEIROS,ALAMEDA DESEMBARGADOR MARCOS PRADO 391
2925,921693295,BRUNA SALES DUTRA,RUA DOUTOR FELIPE RAMOS 661
2926,963869829,MARCOS THIAGO ANDRADE VASCONCELOS,RUA PROFESSOR GABRIEL FERNANDES 32
2927,987507398,DENISE BEATRIZ ROCHA,RUA DOUTOR GUILHERME TEIXEIRA 706
2928,937543456,SAMARA ERICA PACHECO RABELO TEIXEIRA,ALAMEDA SARGENTO LUIS PADILHA 47
2929,928672413,MATIAS GUILHERME FERNANDES SABINO,TRAVESSA DESEMBARGADOR RICARDO PESSOA 488
2930,989369150,GABRIEL MORAES ONOFRE RAMOS,TRAVESSA DOUTOR THIAGO CASTRO 377
2931,970683541,ANA DUTRA,ALAMEDA DOUTOR GUILHERME SABINO 941
2932,965793779,RAFAEL RABELO ANDRADE BRASIL,ALAMEDA PROFESSOR CARLOS ARAUJO 800
2933,958798430,JAQUELINE BARRETO,TRAVESSA DOUTOR ALESSANDRO MARTINS 542
2934,956183816,SAMARA DANIELA MIRANDA LEITE ASSIS,TRAVESSA DOUTOR RAFAEL RODRIGUES 475
2935,905343581,LARISSA BARROS MATOS PESSOA,ALAMEDA  LEONARDO SOARES 697
2936,934386793,MATHEUS RAFAEL CAMARGO MACHADO MATOS,TRAVESSA TIPOGRAFO RAFAEL XAVIER 926
2937,965523360,CARLOS LEITE,TRAVESSA DOUTOR JOSE CAMARGO 937
2938,959612532,VINICIUS VINICIUS ARAUJO,RUA DOUTOR BRUNO XAVIER 308
2939,963204078,GUILHERME BRASIL,PRACA DOUTOR JOSE PAIVA 207
2940,926671167,BEATRIZ RAMOS,ALAMEDA PROFESSOR ALESSANDRO MIRANDA 924
2941,954551695,MARCOS ALFREDO CAMPOS,AVENIDA TIPOGRAFO PAULO CAMPOS 714
2942,911789895,DANIEL ONOFRE,ALAMEDA MAJOR GABRIEL CASTRO 90
2943,952766265,LEONARDO ALVES FERNANDES,RUA DESEMBARGADOR THIAGO MACIEL 753
2944,906307480,JAQUELINE MARIA ALBINO PACHECO,TRAVESSA  LUIZ MARTINS 117
2945,995114575,LUIS MACHADO,TRAVESSA PROFESSOR VINICIUS MARQUES 173
2946,986064034,RAFAEL RODRIGUES VASCONCELOS SALES,TRAVESSA SARGENTO LEONARDO CAMPOS 492
2947,912118974,LUIZ MARCOS SABINO RAMOS,PRACA TIPOGRAFO MARCOS PINHO 560
2948,937490400,GUILHERME ROCHA BENTO,PRACA MAJOR JOAO MARQUES 384
2949,976576147,DANIEL RAMOS BATISTA,RUA TIPOGRAFO MATHEUS BENTO 760
2950,995502596,JOAO BRUNO ONOFRE PINHO FREITAS,PRACA DOUTOR PAULO PINHO 763
2951,999387412,RACHEL GABRIELA DUTRA AZEVEDO RIBEIRO,TRAVESSA TIPOGRAFO FELIPE MIRANDA 54
2952,924274700,MATIAS DANIEL MIRANDA,RUA DOUTOR MARCOS MARTINS 316
2953,956694212,GUSTAVO BRUNO MARQUES,RUA DESEMBARGADOR RICARDO ANTUNES 834
2954,927695234,JESSICA CAMPOS,PRACA DESEMBARGADOR DANIEL AZEVEDO 192
2955,958406678,SAMARA ERICA RODRIGUES MEDEIROS,RUA TIPOGRAFO PAULO BRAGA 307
2956,924093669,DANIELA MACHADO,TRAVESSA DOUTOR PAULO AMARAL 956
2957,982777744,JESSICA LUCIA CAMPOS XAVIER,RUA PROFESSOR MATHEUS VARGAS 824
2958,902032222,JESSICA AMANDA PACHECO ALMEIDA SILVA,RUA DOUTOR THIAGO BENTO 47
2959,981398258,JULIA MARQUES NASCIMENTO FREITAS,PRACA SARGENTO MATIAS PINTO 219
2960,945924306,JAQUELINE BENTO PACHECO ALMEIDA,ALAMEDA TIPOGRAFO MATHEUS ANDRADE 576
2961,988087739,LEONARDO THIAGO VARGAS MARTINS,TRAVESSA DOUTOR VINICIUS LIMA 108
2962,936552176,DANIEL PAULO ONOFRE,TRAVESSA DESEMBARGADOR PAULO CARDOSO 577
2963,946936429,JOAO RAFAEL MATOS,AVENIDA SARGENTO GUSTAVO ONOFRE 152
2964,969672606,LARISSA JAQUELINE SALES ALBINO,ALAMEDA PROFESSOR JOAO ALMEIDA 519
2965,951791792,JESSICA SALES ALVES ALMEIDA,AVENIDA DESEMBARGADOR GABRIEL LOPES 212
2966,938631158,LETICIA JULIA BRITO ANDRADE BRAGA,ALAMEDA PROFESSOR GUSTAVO NEVES 571
2967,912263732,LUCIA JESSICA AZEVEDO,AVENIDA SARGENTO MARCOS JUSTINO 504
2968,929233224,LUIS FERNANDES BENTO,RUA SARGENTO MARCOS FRAGA 565
2969,907763693,RAQUEL DANIELA PEREIRA,AVENIDA DESEMBARGADOR MATHEUS CARVALHO 996
2970,953025356,GABRIEL GABRIEL CANDIDO,TRAVESSA DESEMBARGADOR GABRIEL NASCIMENTO 132
2971,962363898,GABRIELA JULIA MARQUES RIBEIRO,ALAMEDA  VINICIUS MACEDO 995
2972,969850466,SAMARA ALMEIDA PINHO NASCIMENTO,RUA SARGENTO FELIPE BATISTA 159
2973,945159606,RAQUEL RIBEIRO,PRACA DESEMBARGADOR LUIS DUTRA 712
2974,940134371,MAYARA RACHEL CORREIA LEITE,TRAVESSA DOUTOR ALESSANDRO ROCHA 205
2975,995839840,GUSTAVO GABRIEL ANTUNES BARROS,TRAVESSA MAJOR RICARDO ASSIS 737
2976,985516648,SAMANTA RAQUEL BATISTA OLIVEIRA,PRACA TIPOGRAFO CARLOS ALVES 271
2977,986150780,SAMARA DENISE PEREIRA AZEVEDO MARQUES,TRAVESSA  DANIEL CARDOSO 529
2978,922997939,SAMARA PAIVA COELHO,ALAMEDA PROFESSOR MATHEUS CARDOSO 952
2979,919215678,BRUNO LEONARDO FAGUNDES ARAUJO,AVENIDA MAJOR LUIZ LOPES 931
2980,904767839,BRUNA AMANDA ALMEIDA,AVENIDA PROFESSOR GABRIEL PIRES 866
2981,910279154,AMANDA RODRIGUES NEVES XAVIER,RUA TIPOGRAFO GUSTAVO BRAGA 593
2982,954828154,MARCOS JUSTINO RAMOS CARVALHO,ALAMEDA DESEMBARGADOR THIAGO ASSIS 744
2983,909393946,DANIELA CARVALHO ASSIS CORREIA,TRAVESSA PROFESSOR JOSE SABINO 133
2984,907018707,VINICIUS MATHEUS MACEDO SABINO,AVENIDA  LUCAS VIEIRA 713
2985,920562263,SAMANTA PADILHA PEREIRA FREITAS,ALAMEDA PROFESSOR JOSE PINHO 305
2986,976342878,RICARDO DANIEL ALBINO CARDOSO FERNANDES,RUA  LUIZ PINHO 72
2987,982306068,BEATRIZ AMANDA BENTO PIRES SALES,RUA DOUTOR LUIZ PEREIRA 680
2988,911051232,GUSTAVO LUCAS MARQUES,RUA DESEMBARGADOR RAFAEL FAGUNDES 884
2989,921279393,JOSE JUSTINO MACHADO MACEDO,PRACA DOUTOR ALFREDO MIRANDA 489
2990,967658687,RAFAEL CARLOS TEIXEIRA,RUA TIPOGRAFO MATHEUS DUTRA 101
2991,922806993,GABRIEL DANIEL BATISTA,ALAMEDA MAJOR DANIEL VIEIRA 471
2992,912393650,JESSICA MAYARA CAMARGO SILVEIRA XAVIER,ALAMEDA  MARCOS PEREIRA 913
2993,992320351,ALESSANDRO LUIZ CAMARGO LOPES PADILHA,ALAMEDA TIPOGRAFO LUIS ALVES 815
2994,991661130,MATHEUS ONOFRE,PRACA TIPOGRAFO LUCAS CAMARGO 302
2995,982949968,LUCAS LEONARDO PRADO,AVENIDA  MARCOS COELHO 281
2996,986575883,MATIAS MATOS BARROS FERNANDES,PRACA  GUILHERME ROCHA 511
2997,927493325,LUIS NASCIMENTO,AVENIDA TIPOGRAFO THIAGO SALES 317
2998,953721692,LUANA ALBINO BARRETO,AVENIDA MAJOR LUIZ CANDIDO 713
2999,997648243,SAMARA CAMPOS,ALAMEDA DESEMBARGADOR LUCAS TEIXEIRA 308
3000,913687077,ALFREDO PACHECO ALVES,RUA MAJOR GUILHERME PINTO 886
3001,921208172,VINICIUS ALESSANDRO SALES PINHO COELHO,RUA PROFESSOR GUSTAVO SALES 942
3002,988273603,LEONARDO VASCONCELOS CASTRO RABELO,ALAMEDA PROFESSOR THIAGO COELHO 756
3003,968976159,ALESSANDRO ALESSANDRO SABINO AMARAL,AVENIDA DOUTOR JOSE PRADO 330
3004,969483137,MATIAS VIEIRA SILVA PINTO,TRAVESSA TIPOGRAFO LUCAS SALES 662
3005,963831400,JULIA BRASIL XAVIER PRADO,TRAVESSA DESEMBARGADOR THIAGO ALMEIDA 972
3006,948510257,DANIEL PEDRO PIRES,ALAMEDA SARGENTO PEDRO ABREU 903
3007,918134425,GUSTAVO BARROS,ALAMEDA TIPOGRAFO FELIPE SILVEIRA 250
3008,900952272,JULIA MAYARA ONOFRE CAMARGO BARROS,AVENIDA DOUTOR PEDRO PADILHA 128
3009,993436822,LUCAS MACEDO,RUA DOUTOR JOAO BRITO 411
3010,941921782,BRUNA BRUNA AMARAL PEREIRA NASCIMENTO,AVENIDA SARGENTO VINICIUS AMARAL 30
3011,979862509,LEONARDO FREITAS PRADO,PRACA MAJOR FELIPE CAMARGO 382
3012,978825270,VINICIUS CARDOSO CASTRO,TRAVESSA PROFESSOR RICARDO BAHR 784
3013,904488221,JAQUELINE RACHEL SANTOS SABINO ABREU,TRAVESSA DESEMBARGADOR LUIZ TEIXEIRA 967
3014,988474918,SAMARA SAMANTA ALMEIDA PINHO,TRAVESSA SARGENTO LUIS JUSTINO 379
3015,966323122,SAMARA JAQUELINE BENTO,AVENIDA DOUTOR RICARDO ROSA 83
3016,916556020,RICARDO CANDIDO SALES MEDEIROS,TRAVESSA PROFESSOR ALESSANDRO ARAUJO 716
3017,969255403,BRUNA CARVALHO BENTO,TRAVESSA TIPOGRAFO MARCOS ALBINO 518
3018,987328008,RICARDO SABINO MACEDO,TRAVESSA DOUTOR JOSE FRANCA 995
3019,939597590,JULIA CASTRO LEITE PINHO,ALAMEDA PROFESSOR GUILHERME ALBINO 55
3020,950364387,JAQUELINE CAMPOS NEVES,AVENIDA  MARCOS SILVEIRA 820
3021,912765353,LUIZ FELIPE LOPES,PRACA SARGENTO MATHEUS VARGAS 881
3022,913981761,RAQUEL BRUNA MORAES AZEVEDO,PRACA DOUTOR FELIPE MORAES 706
3023,912690665,JOSE ALFREDO ROSA ALVES MACHADO,PRACA PROFESSOR GABRIEL CAMPOS 923
3024,912572943,THIAGO MACEDO ARAUJO,TRAVESSA DESEMBARGADOR LEONARDO PESSOA 407
3025,913196864,MARIA LUCIA SANTOS BRASIL ALMEIDA,TRAVESSA  THIAGO LEAL 251
3026,979028807,LARISSA SAMARA NEVES,ALAMEDA SARGENTO CARLOS JUSTINO 574
3027,972839424,MARCOS CARLOS SILVEIRA VASCONCELOS,ALAMEDA DESEMBARGADOR LUCAS CARDOSO 706
3028,934513074,DENISE ANA FREITAS LIMA SILVEIRA,ALAMEDA PROFESSOR LUIS XAVIER 195
3029,908665281,LUIS THIAGO PINHO,TRAVESSA DESEMBARGADOR THIAGO MONTEIRO 706
3030,967134742,LETICIA BRITO CORREIA RODRIGUES,TRAVESSA TIPOGRAFO ALESSANDRO MORAES 975
3031,933625046,RAFAEL MACEDO BARRETO,TRAVESSA  MATIAS MIRANDA 802
3032,924108411,JESSICA OLIVEIRA VASCONCELOS,RUA SARGENTO BRUNO MACEDO 138
3033,959567255,JOAO LUIS MIRANDA,PRACA  RAFAEL VARGAS 367
3034,955325826,LEONARDO GUILHERME BENTO AZEVEDO PINTO,TRAVESSA SARGENTO RICARDO BENTO 880
3035,948723638,BRUNO ARAUJO CARVALHO MATOS,ALAMEDA SARGENTO VINICIUS JUSTINO 112
3036,967834130,LARISSA LINHARES MATOS,TRAVESSA SARGENTO THIAGO BAHR 140
3037,911387069,BRUNO DUTRA ALMEIDA,TRAVESSA DOUTOR PEDRO SILVA 904
3038,959108951,SAMANTA BRUNA BARRETO OLIVEIRA,PRACA  MARCOS ANTUNES 539
3039,942324713,RAFAEL FELIPE NASCIMENTO,TRAVESSA PROFESSOR PEDRO RIBEIRO 395
3040,964804159,RAQUEL SAMANTA PINTO BARROS,TRAVESSA SARGENTO JOAO BRAGA 334
3041,938321805,MARCOS RABELO PINHO BENTO,RUA  ALFREDO PRADO 306
3042,961176469,LUIS TEIXEIRA,PRACA DOUTOR GUSTAVO CARDOSO 845
3043,962625712,GUILHERME PEDRO MARTINS OLIVEIRA DUTRA,ALAMEDA DOUTOR ALFREDO ROSA 297
3044,975863228,LUIS RAFAEL BRAGA,ALAMEDA  MATHEUS AMARAL 269
3045,982599924,LUCAS SALES,AVENIDA MAJOR DANIEL PADILHA 294
3046,970177680,MATIAS THIAGO VARGAS CAMARGO,ALAMEDA PROFESSOR LUIS MACEDO 233
3047,943847888,SAMANTA BRUNA RAMOS SANTOS,PRACA MAJOR PAULO AZEVEDO 272
3048,982368813,JULIA BATISTA BARRETO,RUA TIPOGRAFO LEONARDO ONOFRE 528
3049,911512143,ALESSANDRO MARCOS MACIEL PRADO SILVA,RUA SARGENTO JOSE ANDRADE 413
3050,954716348,DANIEL TEIXEIRA FREITAS TEIXEIRA,AVENIDA MAJOR ALESSANDRO BRAGA 456
3051,904479328,LARISSA PAIVA DUTRA PEREIRA,PRACA  BRUNO CAMARGO 860
3052,947040677,DANIELA MONTEIRO,ALAMEDA  RICARDO BENTO 315
3053,912975046,DANIEL GABRIEL BRAGA MEDEIROS ONOFRE,TRAVESSA TIPOGRAFO JOAO CHAGAS 730
3054,923398593,ANA OLIVEIRA,AVENIDA  FELIPE ANTUNES 176
3055,951508576,FELIPE PEDRO MARTINS MATOS FRAGA,RUA MAJOR RAFAEL ANTUNES 729
3056,910064757,BRUNO MATIAS CARDOSO PACHECO PINTO,AVENIDA TIPOGRAFO LUIS FRANCA 712
3057,932609351,RAQUEL FAGUNDES FRAGA,PRACA DOUTOR CARLOS BRASIL 794
3058,967319204,JULIA FAGUNDES LOPES,ALAMEDA TIPOGRAFO JOAO PIRES 884
3059,956528089,DANIEL LUIS FAGUNDES PRADO,PRACA SARGENTO DANIEL CANDIDO 791
3060,912213601,LUCIA GABRIELA TEIXEIRA,PRACA MAJOR LUIZ MARTINS 102
3061,957540699,ANA SOARES SALES,PRACA DOUTOR LUIS RAMOS 864
3062,902936029,JULIA NEVES CANDIDO PESSOA,RUA DESEMBARGADOR JOSE PRADO 261
3063,949477694,DENISE PINHO AZEVEDO,ALAMEDA TIPOGRAFO ALFREDO MARTINS 758
3064,960760122,JULIA CAMPOS PAIVA,ALAMEDA DOUTOR GABRIEL BRASIL 701
3065,921601189,JULIA LARISSA VARGAS PRADO CANDIDO,TRAVESSA DOUTOR RAFAEL SOARES 200
3066,958992126,RICARDO FERNANDES BARRETO,TRAVESSA  LUIZ PACHECO 721
3067,984383149,GABRIELA ASSIS ABREU,AVENIDA DESEMBARGADOR CARLOS RIBEIRO 469
3068,971693734,BRUNA JESSICA FRAGA,ALAMEDA SARGENTO LEONARDO BAHR 911
3069,909521101,ERICA MIRANDA NEVES MONTEIRO,ALAMEDA TIPOGRAFO LUIZ CARDOSO 596
3070,954017958,GUSTAVO LUCAS BARROS,PRACA PROFESSOR CARLOS LIMA 272
3071,900708390,SAMARA ANA SABINO,RUA MAJOR JOAO SILVEIRA 131
3072,991281443,SAMANTA ERICA LOPES ROCHA,TRAVESSA DOUTOR MATHEUS MEDEIROS 366
3073,913170813,LARISSA LEITE PRADO,TRAVESSA  RICARDO BARRETO 554
3074,945455146,MAYARA LETICIA ALMEIDA OLIVEIRA,ALAMEDA  CARLOS LIMA 420
3075,983389068,GABRIELA BAHR RABELO,RUA DOUTOR RICARDO FREITAS 968
3076,907930831,DANIEL RICARDO PEREIRA,AVENIDA DESEMBARGADOR PEDRO JUSTINO 71
3077,979205639,JAQUELINE LETICIA BAHR MARTINS SILVA,ALAMEDA TIPOGRAFO JOAO BRASIL 540
3078,935873478,BEATRIZ BRUNA JUSTINO FRANCA,AVENIDA SARGENTO GUSTAVO LIMA 649
3079,930472276,SAMARA ANA CARVALHO,TRAVESSA PROFESSOR PEDRO FRANCA 949
3080,969678317,MARIA LUCIA JUSTINO,ALAMEDA  RICARDO BRITO 996
3081,943649914,LUIS VASCONCELOS,ALAMEDA DOUTOR PEDRO ARAUJO 701
3082,993177302,GABRIEL CARDOSO,RUA DOUTOR ALESSANDRO ANDRADE 3
3083,961556099,LETICIA RACHEL ROSA CAMARGO,AVENIDA PROFESSOR MATHEUS PRADO 893
3084,929729091,MATHEUS BRASIL CASTRO CASTRO,PRACA TIPOGRAFO JOAO ROSA 797
3085,912709720,RAFAEL PADILHA BARRETO,PRACA DOUTOR MATHEUS CASTRO 936
3086,903399436,JESSICA JUSTINO ROCHA,RUA DOUTOR ALESSANDRO PINHO 352
3087,944665399,DENISE ANA BARRETO,TRAVESSA DESEMBARGADOR VINICIUS ROSA 20
3088,932156514,PAULO XAVIER PACHECO,PRACA MAJOR MATHEUS SALES 946
3089,998809474,ERICA CANDIDO BATISTA,PRACA SARGENTO LUIS MARTINS 98
3090,947754388,SAMANTA SILVEIRA DUTRA RABELO,RUA DESEMBARGADOR PAULO PINHO 684
3091,963704797,RAQUEL JAQUELINE PINTO,AVENIDA  GUILHERME ANDRADE 468
3092,987886131,GABRIELA LETICIA PINTO MARTINS,PRACA PROFESSOR DANIEL BARRETO 580
3093,958281707,VINICIUS LUIS PADILHA,ALAMEDA TIPOGRAFO PAULO AMARAL 226
3094,951109097,GUILHERME RICARDO JUSTINO,ALAMEDA DOUTOR LEONARDO ABREU 566
3095,907593137,FELIPE GABRIEL CAMPOS,PRACA PROFESSOR LUCAS BRASIL 921
3096,942451235,LETICIA AMANDA CAMPOS,RUA MAJOR JOAO MARQUES 428
3097,941914744,DANIEL MATHEUS JUSTINO,PRACA  CARLOS ARAUJO 375
3098,916626242,LUCAS BAHR,RUA SARGENTO FELIPE MORAES 249
3099,958287380,SAMARA MARIA FRAGA CORREIA NEVES,PRACA MAJOR CARLOS BARRETO 203
3100,944837222,JULIA MARTINS,TRAVESSA MAJOR JOAO AMARAL 795
3101,953659718,LUCIA LUANA JUSTINO CAMPOS,AVENIDA MAJOR ALESSANDRO PESSOA 409
3102,906621467,RICARDO VIEIRA,RUA DOUTOR GUILHERME VARGAS 559
3103,914765456,ANA FRAGA ROCHA,ALAMEDA DESEMBARGADOR ALFREDO DUTRA 991
3104,962685729,FELIPE ALESSANDRO FRAGA ABREU,RUA SARGENTO RAFAEL ANDRADE 590
3105,924704552,DANIELA LEAL ROSA,RUA DOUTOR LUIS CORREIA 662
3106,911096057,ANA LETICIA NEVES BRITO SOARES,TRAVESSA SARGENTO ALESSANDRO BARRETO 540
3107,926434884,RACHEL DANIELA MACHADO SABINO ASSIS,TRAVESSA PROFESSOR GABRIEL MORAES 428
3108,993578526,LUCIA BARROS NASCIMENTO,PRACA DESEMBARGADOR BRUNO ROSA 929
3109,974659162,MARIA CARDOSO,ALAMEDA TIPOGRAFO BRUNO MACIEL 249
3110,955618855,LUANA LUCIA CHAGAS,RUA TIPOGRAFO BRUNO ALBINO 88
3111,996656609,SAMARA AMANDA LEITE SANTOS FRANCA,PRACA PROFESSOR JOSE PESSOA 994
3112,996869439,VINICIUS XAVIER BRITO,TRAVESSA MAJOR GUILHERME PRADO 768
3113,968648533,MAYARA ANA CAMPOS,ALAMEDA DESEMBARGADOR ALFREDO LEAL 418
3114,918242948,BRUNO RICARDO AZEVEDO ALVES,PRACA MAJOR PEDRO NEVES 236
3115,992402730,FELIPE MATIAS CANDIDO ONOFRE MONTEIRO,PRACA  MARCOS CHAGAS 855
3116,909565374,RAQUEL DANIELA PESSOA,RUA PROFESSOR GUILHERME RABELO 25
3117,952265562,BEATRIZ JULIA OLIVEIRA CASTRO ROSA,PRACA TIPOGRAFO ALESSANDRO RABELO 546
3118,947798348,MATIAS RAFAEL SANTOS MACIEL,RUA DESEMBARGADOR GUILHERME BARROS 793
3119,948232418,GUSTAVO MIRANDA,PRACA MAJOR VINICIUS LEAL 169
3120,989703146,BEATRIZ JUSTINO RODRIGUES,RUA DOUTOR LEONARDO PINTO 854
3121,922163870,BEATRIZ RAMOS FRAGA TEIXEIRA,ALAMEDA TIPOGRAFO GUILHERME ROSA 675
3122,943452969,LUIZ VINICIUS BATISTA CORREIA,TRAVESSA SARGENTO JOAO PACHECO 528
3123,982636946,DANIEL LUCAS CHAGAS,AVENIDA  MATIAS PINHO 960
3124,957587409,MARIA PADILHA SALES,ALAMEDA DOUTOR DANIEL MACEDO 180
3125,952565840,THIAGO THIAGO CHAGAS MARTINS PIRES,PRACA  GABRIEL ASSIS 571
3126,956281228,SAMARA CASTRO SOARES AMARAL,PRACA DOUTOR FELIPE MATOS 211
3127,936746629,MAYARA BEATRIZ MACHADO MACEDO,RUA MAJOR JOSE BATISTA 109
3128,990325365,THIAGO MATHEUS TEIXEIRA ASSIS SILVA,RUA SARGENTO LUIS MARTINS 805
3129,975161862,GABRIELA DENISE COELHO PESSOA,AVENIDA MAJOR LUIS MEDEIROS 183
3130,915586153,JESSICA ONOFRE PEREIRA MACIEL,TRAVESSA  RAFAEL SALES 480
3131,967991698,DANIELA LEAL BRAGA PINHO,TRAVESSA MAJOR RICARDO AMARAL 587
3132,908667770,DENISE BRAGA JUSTINO RAMOS,TRAVESSA DOUTOR ALESSANDRO LEITE 945
3133,971388331,LARISSA LARISSA MORAES MEDEIROS,ALAMEDA DOUTOR LEONARDO BARRETO 135
3134,944968654,GUILHERME ALFREDO FREITAS,RUA DOUTOR DANIEL ARAUJO 587
3135,914250380,LUIS BRITO COELHO ALVES,TRAVESSA SARGENTO MATIAS PIRES 878
3136,916396619,MATIAS PESSOA,PRACA DESEMBARGADOR LEONARDO DUTRA 942
3137,942744832,JAQUELINE PADILHA MACHADO VARGAS,RUA DESEMBARGADOR GABRIEL SILVEIRA 771
3138,921008409,DANIELA MARIA FRANCA SILVEIRA SANTOS,AVENIDA DESEMBARGADOR LUIS CASTRO 567
3139,904937705,GUILHERME DANIEL PINHO BAHR,PRACA DESEMBARGADOR RICARDO BATISTA 925
3140,929218597,BRUNO LEONARDO ONOFRE DUTRA LEITE,TRAVESSA DOUTOR LEONARDO PINTO 102
3141,907773332,SAMARA JUSTINO PADILHA,RUA DESEMBARGADOR MATIAS LINHARES 886
3142,926301723,FELIPE VARGAS BAHR,ALAMEDA DOUTOR JOSE ALVES 262
3143,958024491,SAMANTA CAMPOS ROCHA ONOFRE,ALAMEDA SARGENTO JOSE PESSOA 254
3144,978392030,VINICIUS SANTOS,PRACA SARGENTO ALESSANDRO ABREU 977
3145,953799462,RAQUEL FERNANDES CARDOSO NASCIMENTO,ALAMEDA TIPOGRAFO THIAGO CAMPOS 484
3146,954744745,MATIAS ALFREDO CHAGAS PINHO LOPES,AVENIDA MAJOR CARLOS TEIXEIRA 615
3147,950351773,LETICIA MACHADO,AVENIDA SARGENTO ALESSANDRO ALVES 854
3148,947124647,MARIA RACHEL CAMARGO ALMEIDA FREITAS,PRACA DOUTOR THIAGO MORAES 657
3149,975531149,GUILHERME GUSTAVO LEAL ABREU,AVENIDA TIPOGRAFO ALESSANDRO SILVA 887
